Tec;Probab;Probab Acum;Números Aleatórios;;;
;;;0,227423933;10;;
;;;0,832667013;25;;
;;;0,222266305;10;;
;;;0,177190466;10;;
;;;0,221869564;10;;
;;;0,017334513;5;;
;;;0,369212928;15;;
;;;0,018036439;5;;
;;;0,700003052;20;;
;;;0,043885617;5;;
;;;0,518295846;15;;
;;;0,050935392;5;;
;;;0,6629841;20;;
;;;0,463911863;15;;
;;;0,848963897;25;;
;;;0,733970153;20;;
;;;0,247016816;10;;
;;;0,837977233;25;;
;;;0,271858882;10;;
;;;0,058442946;5;;
;;;0,808526872;25;;
;;;0,605334635;20;;
;;;0,444349498;15;;
;;;0,626972259;20;;
;;;0,315622425;15;;
;;;0,033722953;5;;
;;;0,546128727;15;;
;;;0,451704459;15;;
;;;0,578081606;15;;
;;;0,655568102;20;;
;;;0,595782342;15;;
;;;0,129856258;10;;
;;;0,345744194;15;;
;;;0,096560564;5;;
;;;0,589403974;15;;
;;;0,552262947;15;;
;;;0,807916501;25;;
;;;0,703543199;20;;
;;;0,243202002;10;;
;;;0,801507614;25;;
;;;0,524002808;15;;
;;;0,876827296;25;;
;;;0,620319224;20;;
;;;0,395641957;15;;
;;;0,317239906;15;;
;;;0,514236885;15;;
;;;0,423993652;15;;
;;;0,533951842;15;;
;;;0,1625721;10;;
;;;0,472884304;15;;
;;;0,237952818;10;;
;;;0,500839259;15;;
;;;0,599780267;15;;
;;;0,454206977;15;;
;;;0,495315409;15;;
;;;0,884334849;25;;
;;;0,703268532;20;;
;;;0,21970275;10;;
;;;0,457136753;15;;
;;;0,765007477;25;;
;;;0,139988403;10;;
;;;0,542558061;15;;
;;;0,982116153;30;;
;;;0,532059694;15;;
;;;0,34623249;15;;
;;;0,801995911;25;;
;;;0,368419446;15;;
;;;0,482711264;15;;
;;;0,354747154;15;;
;;;0,626545;20;;
;;;0,04934843;5;;
;;;0,860744041;25;;
;;;0,303933836;15;;
;;;0,492324595;15;;
;;;0,423352763;15;;
;;;0,490829188;15;;
;;;0,159428694;10;;
;;;0,682546464;20;;
;;;0,600177007;20;;
;;;0,665150914;20;;
;;;0,680135502;20;;
;;;0,514725181;15;;
;;;0,34458449;15;;
;;;0,437726981;15;;
;;;0,159550768;10;;
;;;0,241676077;10;;
;;;0,998138371;30;;
;;;0,983520005;30;;
;;;0,973723563;30;;
;;;0,532670064;15;;
;;;0,661061434;20;;
;;;0,178044984;10;;
;;;0,467085788;15;;
;;;0,940733055;30;;
;;;0,41502121;15;;
;;;0,054200873;5;;
;;;0,207586901;10;;
;;;0,262581256;10;;
;;;0,868160039;25;;
;;;0,292062136;10;;
;;;0,141880551;10;;
;;;0,197729423;10;;
;;;0,803552355;25;;
;;;0,398083438;15;;
;;;0,68263802;20;;
;;;0,211981567;10;;
;;;0,212775048;10;;
;;;0,73033845;20;;
;;;0,258095035;10;;
;;;0,013000885;5;;
;;;0,494979705;15;;
;;;0,025299844;5;;
;;;0,356547746;15;;
;;;0,542832728;15;;
;;;0,103671377;10;;
;;;0,583208716;15;;
;;;0,595538194;15;;
;;;0,894741661;25;;
;;;0,421735282;15;;
;;;0,767509995;25;;
;;;0,847926267;25;;
;;;0,059755242;5;;
;;;0,14639729;10;;
;;;0,975310526;30;;
;;;0,956083865;30;;
;;;0,909848323;30;;
;;;0,965117344;30;;
;;;0,73464156;20;;
;;;0,064851833;5;;
;;;0,323374126;15;;
;;;0,803674429;25;;
;;;0,084994049;5;;
;;;0,105166784;10;;
;;;0,85973693;25;;
;;;0,427900021;15;;
;;;0,897274697;25;;
;;;0,459120457;15;;
;;;0,88860744;25;;
;;;0,680257576;20;;
;;;0,289223914;10;;
;;;0,338114566;15;;
;;;0,58107242;15;;
;;;0,132053591;10;;
;;;0,793389691;25;;
;;;0,90499588;30;;
;;;0,667836543;20;;
;;;0,43345439;15;;
;;;0,43263039;15;;
;;;0,67159032;20;;
;;;0,37162389;15;;
;;;0,141392254;10;;
;;;0,360545671;15;;
;;;0,203070162;10;;
;;;0,419385357;15;;
;;;0,307992798;15;;
;;;0,222388379;10;;
;;;0,659932249;20;;
;;;0,541001617;15;;
;;;0,609179968;20;;
;;;0,89291055;25;;
;;;0,209265419;10;;
;;;0,360545671;15;;
;;;0,296304209;10;;
;;;0,747581408;20;;
;;;0,8366039;25;;
;;;0,086367382;5;;
;;;0,750785852;25;;
;;;0,123111667;10;;
;;;0,588793603;15;;
;;;0,906155583;30;;
;;;0,923703726;30;;
;;;0,123752556;10;;
;;;0,780602435;25;;
;;;0,493392743;15;;
;;;0,441389203;15;;
;;;0,429548021;15;;
;;;0,194799646;10;;
;;;0,531571398;15;;
;;;0,658375805;20;;
;;;0,262611774;10;;
;;;0,80794702;25;;
;;;0,661854915;20;;
;;;0,438642537;15;;
;;;0,168218024;10;;
;;;0,072603534;5;;
;;;0,761192663;25;;
;;;0,946806238;30;;
;;;0,766289254;25;;
;;;0,287850581;10;;
;;;0,956511124;30;;
;;;0,230262154;10;;
;;;0,129825739;10;;
;;;0,088381603;5;;
;;;0,281594287;10;;
;;;0,873714408;25;;
;;;0,946958831;30;;
;;;0,584429456;15;;
;;;0,382854701;15;;
;;;0,506790368;15;;
;;;0,121768853;10;;
;;;0,183141575;10;;
;;;0,179937132;10;;
;;;0,447218238;15;;
;;;0,971556749;30;;
;;;0,622882778;20;;
;;;0,88799707;25;;
;;;0,259102145;10;;
;;;0,675283059;20;;
;;;0,251625111;10;;
;;;0,307107761;15;;
;;;0,509170812;15;;
;;;0,131015961;10;;
;;;0,080935087;5;;
;;;0,786187323;25;;
;;;0,501174963;15;;
;;;0,877285073;25;;
;;;0,646259957;20;;
;;;0,766106143;25;;
;;;0,270149846;10;;
;;;0,235114597;10;;
;;;0,20535905;10;;
;;;0,309915464;15;;
;;;0,61772515;20;;
;;;0,327524644;15;;
;;;0,305917539;15;;
;;;0,525254067;15;;
;;;0,469649342;15;;
;;;0,13165685;10;;
;;;0,25327311;10;;
;;;0,285531175;10;;
;;;0,336832789;15;;
;;;0,220679342;10;;
;;;0,510055849;15;;
;;;0,156529435;10;;
;;;0,161229286;10;;
;;;0,351329081;15;;
;;;0,558580279;15;;
;;;0,933957945;30;;
;;;0,327646718;15;;
;;;0,553270058;15;;
;;;0,25736259;10;;
;;;0,698843348;20;;
;;;0,122775964;10;;
;;;0,876979888;25;;
;;;0,223303934;10;;
;;;0,796624653;25;;
;;;0,422986541;15;;
;;;0,455702383;15;;
;;;0,269936216;10;;
;;;0,646290475;20;;
;;;0,891537217;25;;
;;;0,038331248;5;;
;;;0,434186834;15;;
;;;0,786095767;25;;
;;;0,467055269;15;;
;;;0,649311808;20;;
;;;0,621906186;20;;
;;;0,06143376;5;;
;;;0,4242378;15;;
;;;0,531449324;15;;
;;;0,403881954;15;;
;;;0,362010559;15;;
;;;0,788018433;25;;
;;;0,028443251;5;;
;;;0,993591113;30;;
;;;0,8136845;25;;
;;;0,382427442;15;;
;;;0,563158055;15;;
;;;0,937528611;30;;
;;;0,831812494;25;;
;;;0,295693838;10;;
;;;0,367473373;15;;
;;;0,550187689;15;;
;;;0,942320017;30;;
;;;0,042451247;5;;
;;;0,120822779;10;;
;;;0,623950926;20;;
;;;0,776390881;25;;
;;;0,204351939;10;;
;;;0,152775658;10;;
;;;0,445875423;15;;
;;;0,145115513;10;;
;;;0,830744346;25;;
;;;0,366618854;15;;
;;;0,652302622;20;;
;;;0,601031526;20;;
;;;0,380077517;15;;
;;;0,539750359;15;;
;;;0,952604755;30;;
;;;0,391430403;15;;
;;;0,483809931;15;;
;;;0,157231361;10;;
;;;0,253334147;10;;
;;;0,211188086;10;;
;;;0,31366924;15;;
;;;0,434980316;15;;
;;;0,213995788;10;;
;;;0,660390027;20;;
;;;0,833674123;25;;
;;;0,6883755;20;;
;;;0,765831477;25;;
;;;0,813196203;25;;
;;;0,718222602;20;;
;;;0,703146458;20;;
;;;0,624378185;20;;
;;;0,804406873;25;;
;;;0,217596973;10;;
;;;0,264168218;10;;
;;;0,327982421;15;;
;;;0,839991455;25;;
;;;0,751731925;25;;
;;;0,499038667;15;;
;;;0,832483901;25;;
;;;0,537308878;15;;
;;;0,513779107;15;;
;;;0,191869869;10;;
;;;0,193914609;10;;
;;;0,002075259;5;;
;;;0,86486404;25;;
;;;0,724692526;20;;
;;;0,370494705;15;;
;;;0,547654653;15;;
;;;0,8009888;25;;
;;;0,801355022;25;;
;;;0,674886319;20;;
;;;0,463179418;15;;
;;;0,273445845;10;;
;;;0,611407819;20;;
;;;0,907986694;30;;
;;;0,736991485;20;;
;;;0,644093142;20;;
;;;0,589495529;15;;
;;;0,705862606;20;;
;;;0,141026032;10;;
;;;0,056337168;5;;
;;;0,426648762;15;;
;;;0,130649739;10;;
;;;0,583208716;15;;
;;;0,003967406;5;;
;;;0,489883114;15;;
;;;0,036896878;5;;
;;;0,133182775;10;;
;;;0,877925962;25;;
;;;0,306222724;15;;
;;;0,244483779;10;;
;;;0,628711814;20;;
;;;0,772942289;25;;
;;;0,267311625;10;;
;;;0,049501022;5;;
;;;0,267799921;10;;
;;;0,335703604;15;;
;;;0,211218604;10;;
;;;0,104373302;10;;
;;;0,093844417;5;;
;;;0,934568316;30;;
;;;0,037202063;5;;
;;;0,198065126;10;;
;;;0,779381695;25;;
;;;0,93325602;30;;
;;;0,010101627;5;;
;;;0,96826075;30;;
;;;0,615009003;20;;
;;;0,34910123;15;;
;;;0,910336619;30;;
;;;0,076204718;5;;
;;;0,109561449;10;;
;;;0,677541429;20;;
;;;0,685750908;20;;
;;;0,87591174;25;;
;;;0,108035524;10;;
;;;0,163548692;10;;
;;;0,762108219;25;;
;;;0,10831019;10;;
;;;0,833033235;25;;
;;;0,301828059;15;;
;;;0,667378765;20;;
;;;0,652821436;20;;
;;;0,756523331;25;;
;;;0,846766564;25;;
;;;0,127292703;10;;
;;;0,865840632;25;;
;;;0,70802942;20;;
;;;0,113162633;10;;
;;;0,287636952;10;;
;;;0,539231544;15;;
;;;0,124973296;10;;
;;;0,849665822;25;;
;;;0,219580676;10;;
;;;0,008667257;5;;
;;;0,852412488;25;;
;;;0,465132603;15;;
;;;0,364757225;15;;
;;;0,443922239;15;;
;;;0,397198401;15;;
;;;0,890408032;25;;
;;;0,075899533;5;;
;;;0,851771599;25;;
;;;0,04422132;5;;
;;;0,855494858;25;;
;;;0,909421064;30;;
;;;0,823206275;25;;
;;;0,73955504;20;;
;;;0,864497818;25;;
;;;0,826136052;25;;
;;;0,556169317;15;;
;;;0,147679067;10;;
;;;0,648792993;20;;
;;;0,956755272;30;;
;;;0,184667501;10;;
;;;0,789147618;25;;
;;;0,379985961;15;;
;;;0,087557604;5;;
;;;0,945860164;30;;
;;;0,663777581;20;;
;;;0,424054689;15;;
;;;0,523575549;15;;
;;;0,216315195;10;;
;;;0,267281106;10;;
;;;0,917600024;30;;
;;;0,484450819;15;;
;;;0,94882046;30;;
;;;0,406109806;15;;
;;;0,947538682;30;;
;;;0,690237129;20;;
;;;0,54033021;15;;
;;;0,71764275;20;;
;;;0,615833003;20;;
;;;0,292550432;10;;
;;;0,663563952;20;;
;;;0,301675466;15;;
;;;0,770104068;25;;
;;;0,807794427;25;;
;;;0,091952269;5;;
;;;0,369518113;15;;
;;;0,681295206;20;;
;;;0,208624531;10;;
;;;0,050599689;5;;
;;;0,316721091;15;;
;;;0,45023957;15;;
;;;0,82985931;25;;
;;;0,123508408;10;;
;;;0,126194037;10;;
;;;0,423657949;15;;
;;;0,244972076;10;;
;;;0,248786889;10;;
;;;0,507400739;15;;
;;;0,401440474;15;;
;;;0,769798883;25;;
;;;0,833185827;25;;
;;;0,678212836;20;;
;;;0,915952025;30;;
;;;0,749046297;20;;
;;;0,516678365;15;;
;;;0,195623646;10;;
;;;0,364970855;15;;
;;;0,282692953;10;;
;;;0,619037446;20;;
;;;0,741569262;20;;
;;;0,279580065;10;;
;;;0,547807245;15;;
;;;0,799005097;25;;
;;;0,269875179;10;;
;;;0,50758385;15;;
;;;0,372386853;15;;
;;;0,957853938;30;;
;;;0,421063875;15;;
;;;0,594683676;15;;
;;;0,217413862;10;;
;;;0,918088321;30;;
;;;0,610858486;20;;
;;;0,143925291;10;;
;;;0,223456526;10;;
;;;0,909024323;30;;
;;;0,698660237;20;;
;;;0,435071871;15;;
;;;0,477767266;15;;
;;;0,390148625;15;;
;;;0,642475661;20;;
;;;0,084597308;5;;
;;;0,158421583;10;;
;;;0,243537706;10;;
;;;0,04647969;5;;
;;;0,028534806;5;;
;;;0,711844234;20;;
;;;0,866878262;25;;
;;;0,007354961;5;;
;;;0,608447523;20;;
;;;0,719504379;20;;
;;;0,197820978;10;;
;;;0,165532395;10;;
;;;0,042023988;5;;
;;;0,610461745;20;;
;;;0,201666311;10;;
;;;0,367992187;15;;
;;;0,060304575;5;;
;;;0,875881222;25;;
;;;0,852717673;25;;
;;;0,848597674;25;;
;;;0,991576891;30;;
;;;0,941679128;30;;
;;;0,141178625;10;;
;;;0,33210242;15;;
;;;0,073885311;5;;
;;;0,355632191;15;;
;;;0,137150182;10;;
;;;0,968626972;30;;
;;;0,277718436;10;;
;;;0,445295572;15;;
;;;0,641621143;20;;
;;;0,503769036;15;;
;;;0,419110691;15;;
;;;0,102755821;10;;
;;;0,457441939;15;;
;;;0,592120121;15;;
;;;0,845545824;25;;
;;;0,852595599;25;;
;;;0,810174871;25;;
;;;0,658955657;20;;
;;;0,474959563;15;;
;;;0,859309671;25;;
;;;0,9508652;30;;
;;;0,217352824;10;;
;;;0,469832453;15;;
;;;0,030549028;5;;
;;;0,471449934;15;;
;;;0,04647969;5;;
;;;0,327036348;15;;
;;;0,872249519;25;;
;;;0,36466567;15;;
;;;0,137607959;10;;
;;;0,665211951;20;;
;;;0,251686148;10;;
;;;0,35892819;15;;
;;;0,813745537;25;;
;;;0,490340892;15;;
;;;0,725577563;20;;
;;;0,560106204;15;;
;;;0,929532762;30;;
;;;0,221381268;10;;
;;;0,588305307;15;;
;;;0,93121128;30;;
;;;0,557359539;15;;
;;;0,256782739;10;;
;;;0,297433393;10;;
;;;0,641102329;20;;
;;;0,066255684;5;;
;;;0,363200781;15;;
;;;0,432294687;15;;
;;;0,813623463;25;;
;;;0,999237037;30;;
;;;0,667958617;20;;
;;;0,842036195;25;;
;;;0,708365123;20;;
;;;0,65602588;20;;
;;;0,535874508;15;;
;;;0,13943907;10;;
;;;0,864436781;25;;
;;;0,787041841;25;;
;;;0,112643818;10;;
;;;0,196661275;10;;
;;;0,238166448;10;;
;;;0,305001984;15;;
;;;0,815057833;25;;
;;;0,799096652;25;;
;;;0,866420484;25;;
;;;0,420209357;15;;
;;;0,54976043;15;;
;;;0,11383404;10;;
;;;0,086306345;5;;
;;;0,105990783;10;;
;;;0,942136906;30;;
;;;0,128666036;10;;
;;;0,84316538;25;;
;;;0,300607318;15;;
;;;0,355662709;15;;
;;;0,718253121;20;;
;;;0,117038484;10;;
;;;0,751457259;25;;
;;;0,984191412;30;;
;;;0,493148595;15;;
;;;0,000457778;5;;
;;;0,908352916;30;;
;;;0,797021393;25;;
;;;0,088747826;5;;
;;;0,456953642;15;;
;;;0,771813105;25;;
;;;0,619342631;20;;
;;;0,049592578;5;;
;;;0,292916654;10;;
;;;0,10257271;10;;
;;;0,128360851;10;;
;;;0,96560564;30;;
;;;0,373790704;15;;
;;;0,898892178;25;;
;;;0,046815394;5;;
;;;0,016754662;5;;
;;;0,61507004;20;;
;;;0,54728843;15;;
;;;0,314920499;15;;
;;;0,582171087;15;;
;;;0,78051088;25;;
;;;0,554002503;15;;
;;;0,522141179;15;;
;;;0,069582202;5;;
;;;0,617877743;20;;
;;;0,262001404;10;;
;;;0,380046999;15;;
;;;0,622272408;20;;
;;;0,3640553;15;;
;;;0,461348308;15;;
;;;0,517227699;15;;
;;;0,858668783;25;;
;;;0,150334178;10;;
;;;0,297677541;10;;
;;;0,378002258;15;;
;;;0,301950133;15;;
;;;0,339457381;15;;
;;;0,386272774;15;;
;;;0,505600146;15;;
;;;0,654866176;20;;
;;;0,325601978;15;;
;;;0,537339396;15;;
;;;0,99160741;30;;
;;;0,576769311;15;;
;;;0,828455458;25;;
;;;0,998596149;30;;
;;;0,372478408;15;;
;;;0,118808557;10;;
;;;0,212561419;10;;
;;;0,62202826;20;;
;;;0,754814295;25;;
;;;0,473616749;15;;
;;;0,863612781;25;;
;;;0,860652486;25;;
;;;0,450056459;15;;
;;;0,195471053;10;;
;;;0,152165288;10;;
;;;0,00143437;5;;
;;;0,900540178;30;;
;;;0,547807245;15;;
;;;0,017120884;5;;
;;;0,540971099;15;;
;;;0,177495651;10;;
;;;0,133579516;10;;
;;;0,698965423;20;;
;;;0,109836116;10;;
;;;0,833063753;25;;
;;;0,465224158;15;;
;;;0,654927213;20;;
;;;0,852229377;25;;
;;;0,386303293;15;;
;;;0,630298776;20;;
;;;0,187261574;10;;
;;;0,666707358;20;;
;;;0,225989563;10;;
;;;0,709128086;20;;
;;;0,815240944;25;;
;;;0,214667196;10;;
;;;0,210211493;10;;
;;;0,100589007;10;;
;;;0,92281869;30;;
;;;0,10257271;10;;
;;;0,744651631;20;;
;;;0,412396619;15;;
;;;0,712790307;20;;
;;;0,14435255;10;;
;;;0,620563372;20;;
;;;0,071993164;5;;
;;;0,999023408;30;;
;;;0,109927671;10;;
;;;0,393841365;15;;
;;;0,31449324;15;;
;;;0,867549669;25;;
;;;0,86651204;25;;
;;;0,586352123;15;;
;;;0,703878903;20;;
;;;0,738395337;20;;
;;;0,318704794;15;;
;;;0,490554521;15;;
;;;0,843440046;25;;
;;;0,85872982;25;;
;;;0,053621021;5;;
;;;0,859401227;25;;
;;;0,432142094;15;;
;;;0,759056368;25;;
;;;0,097384564;5;;
;;;0,261543626;10;;
;;;0,322855312;15;;
;;;0,703604236;20;;
;;;0,689016388;20;;
;;;0,384533219;15;;
;;;0,73873104;20;;
;;;0,666005432;20;;
;;;0,478560747;15;;
;;;0,065950499;5;;
;;;0,304086428;15;;
;;;0,861537523;25;;
;;;0,054811243;5;;
;;;0,334727012;15;;
;;;0,046082949;5;;
;;;0,367564928;15;;
;;;0,209784234;10;;
;;;0,243140965;10;;
;;;0,02313303;5;;
;;;0,862788781;25;;
;;;0,845454268;25;;
;;;0,77129429;25;;
;;;0,736808374;20;;
;;;0,016907254;5;;
;;;0,929441206;30;;
;;;0,585131382;15;;
;;;0,982787561;30;;
;;;0,562364574;15;;
;;;0,405835139;15;;
;;;0,928983428;30;;
;;;0,298013245;10;;
;;;0,578295236;15;;
;;;0,467329936;15;;
;;;0,434369945;15;;
;;;0,659443953;20;;
;;;0,019135105;5;;
;;;0,094729453;5;;
;;;0,126071963;10;;
;;;0,591051973;15;;
;;;0,018494217;5;;
;;;0,270638142;10;;
;;;0,406476028;15;;
;;;0,335428938;15;;
;;;0,999542222;30;;
;;;0,772911771;25;;
;;;0,299813837;10;;
;;;0,245918149;10;;
;;;0,123355815;10;;
;;;0,954618976;30;;
;;;0,737662893;20;;
;;;0,055818354;5;;
;;;0,106570635;10;;
;;;0,416516617;15;;
;;;0,166203803;10;;
;;;0,18079165;10;;
;;;0,939085055;30;;
;;;0,978392895;30;;
;;;0,25757622;10;;
;;;0,710623493;20;;
;;;0,533707694;15;;
;;;0,855372784;25;;
;;;0,005432295;5;;
;;;0,246650594;10;;
;;;0,838587603;25;;
;;;0,445722831;15;;
;;;0,986999115;30;;
;;;0,241554003;10;;
;;;0,443739128;15;;
;;;0,636127812;20;;
;;;0,07187109;5;;
;;;0,996704001;30;;
;;;0,213019196;10;;
;;;0,030823695;5;;
;;;0,360179449;15;;
;;;0,974456008;30;;
;;;0,972746971;30;;
;;;0,010773034;5;;
;;;0,629383221;20;;
;;;0,580919828;15;;
;;;0,788140507;25;;
;;;0,029175695;5;;
;;;0,072969756;5;;
;;;0,075869015;5;;
;;;0,859004486;25;;
;;;0,049653615;5;;
;;;0,611224708;20;;
;;;0,765678884;25;;
;;;0,565691092;15;;
;;;0,533158361;15;;
;;;0,555101169;15;;
;;;0,135593738;10;;
;;;0,696829127;20;;
;;;0,879970702;25;;
;;;0,905514695;30;;
;;;0,078157903;5;;
;;;0,389812922;15;;
;;;0,732993561;20;;
;;;0,067964721;5;;
;;;0,873195593;25;;
;;;0,815546129;25;;
;;;0,048829615;5;;
;;;0,26514481;10;;
;;;0,076021607;5;;
;;;0,138462477;10;;
;;;0,342417676;15;;
;;;0,427350688;15;;
;;;0,970397046;30;;
;;;0,783349101;25;;
;;;0,011841182;5;;
;;;0,843134861;25;;
;;;0,741752373;20;;
;;;0,539841914;15;;
;;;0,149571215;10;;
;;;0,350901822;15;;
;;;0,027893918;5;;
;;;0,536271249;15;;
;;;0,74611652;20;;
;;;0,35258034;15;;
;;;0,002349925;5;;
;;;0,613757744;20;;
;;;0,69267861;20;;
;;;0,431012909;15;;
;;;0,64763329;20;;
;;;0,131992553;10;;
;;;0,488662374;15;;
;;;0,852015748;25;;
;;;0,373821223;15;;
;;;0,738059633;20;;
;;;0,060823389;5;;
;;;0,732352672;20;;
;;;0,639545885;20;;
;;;0,128910184;10;;
;;;0,599688711;15;;
;;;0,155308695;10;;
;;;0,730643635;20;;
;;;0,339976196;15;;
;;;0,819879757;25;;
;;;0,014404736;5;;
;;;0,353770562;15;;
;;;0,589800714;15;;
;;;0,550798059;15;;
;;;0,867152928;25;;
;;;0,200354015;10;;
;;;0,212714011;10;;
;;;0,063081759;5;;
;;;0,579485458;15;;
;;;0,137668996;10;;
;;;0,710928678;20;;
;;;0,038361766;5;;
;;;0,042939543;5;;
;;;0,183111057;10;;
;;;0,45658742;15;;
;;;0,58702353;15;;
;;;0,744987335;20;;
;;;0,917844172;30;;
;;;0,075869015;5;;
;;;0,221778008;10;;
;;;0,474105045;15;;
;;;0,496169927;15;;
;;;0,04565569;5;;
;;;0,192175054;10;;
;;;0,941251869;30;;
;;;0,90704062;30;;
;;;0,534501175;15;;
;;;0,086733604;5;;
;;;0,598101749;15;;
;;;0,643391217;20;;
;;;0,019013031;5;;
;;;0,108981597;10;;
;;;0,434217353;15;;
;;;0,436384167;15;;
;;;0,706778161;20;;
;;;0,933500168;30;;
;;;0,033692434;5;;
;;;0,20987579;10;;
;;;0,297219764;10;;
;;;0,548356578;15;;
;;;0,673055208;20;;
;;;0,912320322;30;;
;;;0,111667226;10;;
;;;0,990112003;30;;
;;;0,741142003;20;;
;;;0,381420331;15;;
;;;0,123722037;10;;
;;;0,377605518;15;;
;;;0,262825404;10;;
;;;0,898617512;25;;
;;;0,921231727;30;;
;;;0,150852992;10;;
;;;0,807214576;25;;
;;;0,589007233;15;;
;;;0,131260109;10;;
;;;0,921262246;30;;
;;;0,562089908;15;;
;;;0,323374126;15;;
;;;0,339213233;15;;
;;;0,839411603;25;;
;;;0,855464339;25;;
;;;0,278420362;10;;
;;;0,033204138;5;;
;;;0,886715293;25;;
;;;0,905667287;30;;
;;;0,811243019;25;;
;;;0,60524308;20;;
;;;0,99713126;30;;
;;;0,081270791;5;;
;;;0,804773095;25;;
;;;0,940122684;30;;
;;;0,415082247;15;;
;;;0,452131718;15;;
;;;0,140140996;10;;
;;;0,623615223;20;;
;;;0,196325571;10;;
;;;0,912259285;30;;
;;;0,452009644;15;;
;;;0,30097354;15;;
;;;0,257026887;10;;
;;;0,656697287;20;;
;;;0,823603015;25;;
;;;0,217108676;10;;
;;;0,878658406;25;;
;;;0,292977691;10;;
;;;0,577379681;15;;
;;;0,469679861;15;;
;;;0,073458052;5;;
;;;0,368602557;15;;
;;;0,817590869;25;;
;;;0,00613422;5;;
;;;0,718253121;20;;
;;;0,595629749;15;;
;;;0,881069369;25;;
;;;0,896511734;25;;
;;;0,861354411;25;;
;;;0,554033021;15;;
;;;0,35258034;15;;
;;;0,912411878;30;;
;;;0,110049745;10;;
;;;0,154698325;10;;
;;;0,800714133;25;;
;;;0,944364757;30;;
;;;0,504440443;15;;
;;;0,643543809;20;;
;;;0,890743736;25;;
;;;0,287911618;10;;
;;;0,783257546;25;;
;;;0,427594836;15;;
;;;0,030854213;5;;
;;;0,330332347;15;;
;;;0,449201941;15;;
;;;0,504928739;15;;
;;;0,207678457;10;;
;;;0,668904691;20;;
;;;0,539201025;15;;
;;;0,779320658;25;;
;;;0,167577136;10;;
;;;0,19205298;10;;
;;;0,505508591;15;;
;;;0,040681173;5;;
;;;0,599780267;15;;
;;;0,154698325;10;;
;;;0,115085299;10;;
;;;0,893063143;25;;
;;;0,477950377;15;;
;;;0,779045991;25;;
;;;0,772331919;25;;
;;;0,410809656;15;;
;;;0,215948973;10;;
;;;0,411694693;15;;
;;;0,172002319;10;;
;;;0,805017243;25;;
;;;0,794579913;25;;
;;;0,769188513;25;;
;;;0,688680685;20;;
;;;0,880367443;25;;
;;;0,51493881;15;;
;;;0,302133244;15;;
;;;0,408307138;15;;
;;;0,564775536;15;;
;;;0,535233619;15;;
;;;0,210119938;10;;
;;;0,209234901;10;;
;;;0,29218421;10;;
;;;0,847041231;25;;
;;;0,138126774;10;;
;;;0,797784356;25;;
;;;0,520371105;15;;
;;;0,847193823;25;;
;;;0,085695975;5;;
;;;0,105319376;10;;
;;;0,164525285;10;;
;;;0,161473434;10;;
;;;0,560533464;15;;
;;;0,953093051;30;;
;;;0,228431043;10;;
;;;0,876918851;25;;
;;;0,507248146;15;;
;;;0,390484329;15;;
;;;0,413739433;15;;
;;;0,838160344;25;;
;;;0,042817469;5;;
;;;0,613879818;20;;
;;;0,989410077;30;;
;;;0,164586322;10;;
;;;0,530075991;15;;
;;;0,871364483;25;;
;;;0,701864681;20;;
;;;0,644795068;20;;
;;;0,020020142;5;;
;;;0,260261849;10;;
;;;0,007599109;5;;
;;;0,163579211;10;;
;;;0,594927824;15;;
;;;0,82351146;25;;
;;;0,409314249;15;;
;;;0,819055757;25;;
;;;0,642628254;20;;
;;;0,8509476;25;;
;;;0,176519059;10;;
;;;0,884975738;25;;
;;;0,594256417;15;;
;;;0,792107913;25;;
;;;0,232581561;10;;
;;;0,275337992;10;;
;;;0,155491806;10;;
;;;0,686513871;20;;
;;;0,488784448;15;;
;;;0,667104099;20;;
;;;0,563768426;15;;
;;;0,517777032;15;;
;;;0,40684225;15;;
;;;0,93713187;30;;
;;;0,901730399;30;;
;;;0,397778253;15;;
;;;0,071443831;5;;
;;;0,070162053;5;;
;;;0,998748741;30;;
;;;0,987334819;30;;
;;;0,553605762;15;;
;;;0,193670461;10;;
;;;0,951597644;30;;
;;;0,059083834;5;;
;;;0,846247749;25;;
;;;0,895687735;25;;
;;;0,795434431;25;;
;;;0,609637745;20;;
;;;0,153416547;10;;
;;;0,482314524;15;;
;;;0,356486709;15;;
;;;0,426465651;15;;
;;;0,814447462;25;;
;;;0,330973235;15;;
;;;0,81756035;25;;
;;;0,516281625;15;;
;;;0,643513291;20;;
;;;0,995391705;30;;
;;;0,027710807;5;;
;;;0,301004059;15;;
;;;0,967284158;30;;
;;;0,218848231;10;;
;;;0,087557604;5;;
;;;0,987456893;30;;
;;;0,140324107;10;;
;;;0,512161626;15;;
;;;0,24057741;10;;
;;;0,017151402;5;;
;;;0,820978423;25;;
;;;0,451979125;15;;
;;;0,60319834;20;;
;;;0,002624592;5;;
;;;0,787438581;25;;
;;;0,356120487;15;;
;;;0,763115329;25;;
;;;0,055970946;5;;
;;;0,576952422;15;;
;;;0,492477187;15;;
;;;0,778771325;25;;
;;;0,916501358;30;;
;;;0,727927488;20;;
;;;0,476790674;15;;
;;;0,610003967;20;;
;;;0,78337962;25;;
;;;0,907010102;30;;
;;;0,016510514;5;;
;;;0,511703848;15;;
;;;0,259529405;10;;
;;;0,702230903;20;;
;;;0,656727805;20;;
;;;0,421643727;15;;
;;;0,313394574;15;;
